open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1759276800000,113988.70,114246.00,113988.70,114098.10,1631.600,1759277699999,186228493.59480,26047,859.815,98131240.69030,0
1759277700000,114098.00,114123.10,113899.40,113960.60,979.333,1759278599999,111646421.76540,23248,363.014,41383948.47200,0
1759278600000,113960.70,114178.10,113906.40,113913.20,593.524,1759279499999,67686927.09930,19780,273.734,31220716.88980,0
1759279500000,113913.20,114198.00,113913.20,114181.10,568.675,1759280399999,64869295.17190,18582,337.482,38498426.61840,0
1759280400000,114181.00,114347.10,114083.30,114283.30,852.327,1759281299999,97372578.81830,19700,454.921,51971786.37510,0
1759281300000,114283.30,114373.00,114138.50,114315.70,1134.258,1759282199999,129616851.36410,24828,507.634,58005684.31830,0
1759282200000,114315.70,114440.00,114159.10,114345.40,906.125,1759283099999,103595446.69120,20855,370.784,42388008.46330,0
1759283100000,114345.40,114498.00,114293.70,114491.60,871.309,1759283999999,99694647.67890,17128,419.672,48019855.82320,0
1759284000000,114491.60,114494.00,114356.20,114418.20,644.679,1759284899999,73779636.44000,19259,246.899,28256039.51900,0
1759284900000,114418.20,114439.40,114354.80,114368.20,365.094,1759285799999,41764854.43730,11966,130.509,14929664.58650,0
1759285800000,114368.20,114387.10,114237.80,114275.30,594.019,1759286699999,67912054.23070,14810,209.151,23911975.92690,0
1759286700000,114275.40,114330.00,114218.90,114219.00,1014.492,1759287599999,115947162.10680,15638,460.094,52586727.41220,0
1759287600000,114219.00,114387.80,114139.40,114387.80,1168.703,1759288499999,133536160.13700,18696,700.695,80063521.83170,0
1759288500000,114387.80,114481.20,114283.50,114416.70,1553.490,1759289399999,177718924.79780,26327,883.923,101109471.96450,0
1759289400000,114416.70,114480.00,114272.30,114272.40,1235.650,1759290299999,141352061.08500,16994,443.472,50733914.85690,0
1759290300000,114272.40,114272.40,114038.70,114135.90,1783.813,1759291199999,203619222.82620,26702,831.550,94919327.65700,0
1759291200000,114135.80,114398.40,114095.20,114284.80,1058.832,1759292099999,120999066.27850,23606,583.964,66726878.53700,0
1759292100000,114284.80,114553.50,114284.80,114549.90,1213.041,1759292999999,138806082.63740,22265,758.037,86742400.75050,0
1759293000000,114550.00,114669.00,114450.00,114503.30,1896.985,1759293899999,217335401.76120,34044,1030.847,118108139.62880,0
1759293900000,114503.30,114545.90,114184.40,114227.80,1577.199,1759294799999,180322037.90130,28414,385.091,44033658.39290,0
1759294800000,114227.80,114700.00,114200.80,114552.50,2206.584,1759295699999,252542232.25960,37965,1254.547,143600036.59940,0
1759295700000,114552.50,114661.30,114471.70,114553.70,1021.322,1759296599999,117010963.83240,24768,431.934,49481799.46860,0
1759296600000,114553.70,114580.00,114479.20,114511.90,622.626,1759297499999,71309165.89610,16001,284.746,32609976.66400,0
1759297500000,114512.00,114595.50,114453.70,114511.40,483.422,1759298399999,55362583.11320,14103,196.695,22527043.18710,0
1759298400000,114511.50,114529.90,114413.80,114503.10,691.087,1759299299999,79112691.54380,19586,287.729,32938653.82330,0
1759299300000,114503.10,114570.10,114250.00,114330.70,1103.872,1759300199999,126272818.22840,28695,524.918,60047333.83300,0
1759300200000,114330.70,114491.80,114257.10,114457.30,879.206,1759301099999,100552150.38280,22015,500.168,57204859.09910,0
1759301100000,114457.30,114457.40,114170.00,114212.80,1115.997,1759301999999,127505897.51290,27325,493.097,56329822.96720,0
1759302000000,114212.70,114380.40,114184.90,114312.20,501.092,1759302899999,57272269.70320,19378,284.998,32573517.60070,0
1759302900000,114312.10,114538.60,114306.00,114504.60,784.025,1759303799999,89717252.35470,21332,405.610,46412696.62570,0
1759303800000,114504.60,114534.30,114386.70,114470.40,542.062,1759304699999,62049827.94570,16039,233.970,26781333.04630,0
1759304700000,114470.40,114539.10,114432.40,114480.80,580.319,1759305599999,66436378.79020,12561,337.052,38586298.13460,0
1759305600000,114480.80,114550.00,114425.60,114534.90,817.056,1759306499999,93544782.14650,18970,381.843,43716069.01980,0
1759306500000,114534.80,115072.10,114500.20,115034.80,6330.913,1759307399999,727086799.89320,87276,4031.979,463067905.09520,0
1759307400000,115034.80,115666.80,115034.80,115586.30,9101.646,1759308299999,1049614243.75080,127382,5902.301,680690910.24390,0
1759308300000,115586.30,116599.80,115426.00,116060.50,14539.377,1759309199999,1687748270.88150,199923,7676.325,891048695.89020,0
1759309200000,116060.40,116332.90,115890.70,116200.00,4164.904,1759310099999,483771746.28580,75137,2085.377,242259639.12530,0
1759310100000,116199.90,116280.00,116075.70,116193.80,1546.995,1759310999999,179723242.09970,43687,648.815,75377222.07030,0
1759311000000,116193.70,116500.00,116109.60,116350.60,3511.812,1759311899999,408605611.30680,79980,2272.696,264438822.63170,0
1759311900000,116350.60,116423.60,116288.20,116372.40,1203.543,1759312799999,140035923.69710,31264,634.970,73882006.05730,0
1759312800000,116372.30,116520.00,116214.40,116217.80,1799.732,1759313699999,209476331.06970,41996,788.270,91759514.37490,0
1759313700000,116217.40,116365.10,116190.80,116190.80,830.642,1759314599999,96594802.06790,22320,303.192,35257904.82340,0
1759314600000,116190.30,116299.90,116154.50,116234.20,795.715,1759315499999,92473212.09800,21445,345.260,40124148.61230,0
1759315500000,116234.30,116328.30,116180.00,116233.60,796.905,1759316399999,92638165.38380,21160,441.320,51302589.62450,0
1759316400000,116233.50,116388.00,116228.10,116342.60,809.555,1759317299999,94165075.48450,18472,482.291,56100285.86770,0
1759317300000,116342.70,116375.70,116284.60,116284.70,654.109,1759318199999,76092519.65890,16131,332.496,38680653.46780,0
1759318200000,116284.70,116570.80,116238.20,116533.50,2173.144,1759319099999,253069044.34000,37265,1431.283,166684943.98650,0
1759319100000,116533.50,116750.00,116456.30,116736.80,2813.304,1759319999999,328109416.25000,49885,1683.284,196312070.68100,0
1759320000000,116736.80,116838.30,116562.50,116615.20,2284.459,1759320899999,266617431.97660,49767,1150.296,134262058.99440,0
1759320900000,116615.30,116850.00,116575.00,116587.30,1588.227,1759321799999,185364372.12150,44371,772.256,90141812.56260,0
1759321800000,116587.30,116604.00,116408.50,116415.70,2226.234,1759322699999,259363838.89340,35409,637.715,74293436.95300,0
1759322700000,116415.60,116512.00,116311.50,116373.70,1142.065,1759323599999,132919635.55790,30146,541.166,62986644.56340,0
1759323600000,116373.80,116522.60,116373.70,116494.90,850.587,1759324499999,99061155.56500,23553,517.044,60215567.75470,0
1759324500000,116494.90,116617.20,116491.10,116595.10,781.962,1759325399999,91145440.00570,21298,457.570,53333829.96700,0
1759325400000,116595.10,116700.00,116370.40,116479.60,1811.102,1759326299999,211027210.93060,56762,888.528,103538512.93400,0
1759326300000,116479.70,116802.00,116380.30,116762.50,1960.675,1759327199999,228672764.96550,53644,1079.185,125856766.25490,0
1759327200000,116761.90,117231.40,116655.20,117131.60,6527.781,1759328099999,763867907.50880,128705,3632.075,425001460.07700,0
1759328100000,117131.60,117400.00,117000.00,117085.00,3534.744,1759328999999,414288734.46970,77514,1901.710,222914831.35500,0
1759329000000,117085.00,117371.20,117000.00,117261.90,1548.240,1759329899999,181480324.76810,50644,744.310,87247222.57760,0
1759329900000,117261.80,117276.30,117000.00,117245.30,1512.568,1759330799999,177197177.26100,43135,646.197,75700354.85850,0
1759330800000,117245.40,117294.60,117031.00,117192.90,1030.900,1759331699999,120800445.40380,32097,466.017,54608163.02570,0
1759331700000,117192.90,117647.80,117132.00,117457.30,2755.742,1759332599999,323633367.70340,53070,1690.442,198539706.37040,0
1759332600000,117457.20,117495.50,117236.50,117432.00,1555.293,1759333499999,182568347.27410,41994,727.794,85432708.77850,0
