config,scenario,symbol,dir,entry_time,exit_time,entry_time_iso,exit_time_iso,holding_hours,gross_r,net_r,gross_account_pct,net_account_pct,cost_account_pct,fee_account_pct,slippage_account_pct,funding_account_pct,risk_pct_price,notional_to_equity,leverage_hint,outcome,score,regime
v3_core4_quality,high_slippage,ETHUSDT,long,1749625200,1749629700,2025-06-11T07:00:00+00:00,2025-06-11T08:15:00+00:00,1.25,-1.116264644714168,-1.438263211520203,-0.39069262564995877,-0.5033921240320711,0.11269949838211236,0.05086578206244846,0.061038938474938145,0.0007947778447257572,0.6880853607446776,0.5086578206244846,20.0,stop,7.8500000000000005,trend_up
v3_core4_quality,fee_1p5x,ETHUSDT,long,1749625200,1749629700,2025-06-11T07:00:00+00:00,2025-06-11T08:15:00+00:00,1.25,-1.116264644714168,-1.4237301309309323,-0.39069262564995877,-0.4983055458258263,0.10761292017586752,0.07629867309367269,0.030519469237469073,0.0007947778447257572,0.6880853607446776,0.5086578206244846,20.0,stop,7.8500000000000005,trend_up
v3_core4_quality,funding_3x,ETHUSDT,long,1749625200,1749629700,2025-06-11T07:00:00+00:00,2025-06-11T08:15:00+00:00,1.25,-1.116264644714168,-1.3556063156687244,-0.39069262564995877,-0.47446221048405357,0.0837695848340948,0.05086578206244846,0.030519469237469073,0.0023843335341772716,0.6880853607446776,0.5086578206244846,20.0,stop,7.8500000000000005,trend_up
v3_core4_quality,combined_stress,ETHUSDT,long,1749625200,1749629700,2025-06-11T07:00:00+00:00,2025-06-11T08:15:00+00:00,1.25,-1.116264644714168,-1.5154702021507052,-0.39069262564995877,-0.5304145707527469,0.13972194510278813,0.07629867309367269,0.061038938474938145,0.0023843335341772716,0.6880853607446776,0.5086578206244846,20.0,stop,7.8500000000000005,trend_up
v3_core4_quality,gross_no_cost,BNBUSDT,long,1749715200,1749726900,2025-06-12T08:00:00+00:00,2025-06-12T11:15:00+00:00,3.25,-1.1465137715351676,-1.1465137715351674,-0.40127982003730867,-0.40127982003730867,0.0,0.0,0.0,0.0,0.5460237570964283,0.6409977504663588,30.0,stop,7.95,trend_up
v3_core4_quality,maker_low_cost,BNBUSDT,long,1749715200,1749726900,2025-06-12T08:00:00+00:00,2025-06-12T11:15:00+00:00,3.25,-1.1465137715351676,-1.2967476193007204,-0.40127982003730867,-0.4538616667552522,0.0525818467179435,0.02563991001865435,0.02563991001865435,0.0013020266806347911,0.5460237570964283,0.6409977504663588,30.0,stop,7.95,trend_up
v3_core4_quality,base_taker_cost,BNBUSDT,long,1749715200,1749726900,2025-06-12T08:00:00+00:00,2025-06-12T11:15:00+00:00,3.25,-1.1465137715351676,-1.4469814670662733,-0.40127982003730867,-0.5064435134731957,0.105163693435887,0.06409977504663587,0.03845986502798152,0.0026040533612695822,0.5460237570964283,0.6409977504663588,30.0,stop,7.95,trend_up
v3_core4_quality,high_slippage,BNBUSDT,long,1749715200,1749726900,2025-06-12T08:00:00+00:00,2025-06-12T11:15:00+00:00,3.25,-1.1465137715351676,-1.556866795717649,-0.40127982003730867,-0.5449033785011772,0.14362355846386848,0.06409977504663587,0.07691973005596305,0.0026040533612695822,0.5460237570964283,0.6409977504663588,30.0,stop,7.95,trend_up
v3_core4_quality,fee_1p5x,BNBUSDT,long,1749715200,1749726900,2025-06-12T08:00:00+00:00,2025-06-12T11:15:00+00:00,3.25,-1.1465137715351676,-1.5385525742757529,-0.40127982003730867,-0.5384934009965135,0.1372135809592049,0.09614966256995382,0.03845986502798152,0.0026040533612695822,0.5460237570964283,0.6409977504663588,30.0,stop,7.95,trend_up
v3_core4_quality,funding_3x,BNBUSDT,long,1749715200,1749726900,2025-06-12T08:00:00+00:00,2025-06-12T11:15:00+00:00,3.25,-1.1465137715351676,-1.4618617719878138,-0.40127982003730867,-0.5116516201957348,0.11037180015842614,0.06409977504663587,0.03845986502798152,0.0078121600838087476,0.5460237570964283,0.6409977504663588,30.0,stop,7.95,trend_up
v3_core4_quality,combined_stress,BNBUSDT,long,1749715200,1749726900,2025-06-12T08:00:00+00:00,2025-06-12T11:15:00+00:00,3.25,-1.1465137715351676,-1.6633182078486692,-0.40127982003730867,-0.5821613727470343,0.18088155270972564,0.09614966256995382,0.07691973005596305,0.0078121600838087476,0.5460237570964283,0.6409977504663588,30.0,stop,7.95,trend_up
v3_core4_quality,gross_no_cost,BNBUSDT,short,1750167900,1750208400,2025-06-17T13:45:00+00:00,2025-06-18T01:00:00+00:00,11.25,1.1180127102653938,1.1180127102653938,0.3913044485928879,0.3913044485928879,0.0,0.0,0.0,0.0,0.655806028431716,0.5336943925888946,20.0,breakeven_or_trailing_stop,9.0,trend_down
v3_core4_quality,maker_low_cost,BNBUSDT,short,1750167900,1750208400,2025-06-17T13:45:00+00:00,2025-06-18T01:00:00+00:00,11.25,1.1180127102653938,0.9853038813939589,0.3913044485928879,0.34485635848788565,0.046448090105002234,0.021347775703555786,0.021347775703555786,0.003752538697890665,0.655806028431716,0.5336943925888946,20.0,breakeven_or_trailing_stop,9.0,trend_down
v3_core4_quality,base_taker_cost,BNBUSDT,short,1750167900,1750208400,2025-06-17T13:45:00+00:00,2025-06-18T01:00:00+00:00,11.25,1.1180127102653938,0.852595052522524,0.3913044485928879,0.2984082683828834,0.09289618021000445,0.053369439258889456,0.032021663555333674,0.00750507739578133,0.655806028431716,0.5336943925888946,20.0,breakeven_or_trailing_stop,9.0,trend_down
v3_core4_quality,high_slippage,BNBUSDT,short,1750167900,1750208400,2025-06-17T13:45:00+00:00,2025-06-18T01:00:00+00:00,11.25,1.1180127102653938,0.7611045852215705,0.3913044485928879,0.2663866048275497,0.12491784376533813,0.053369439258889456,0.06404332711066735,0.00750507739578133,0.655806028431716,0.5336943925888946,20.0,breakeven_or_trailing_stop,9.0,trend_down
v3_core4_quality,fee_1p5x,BNBUSDT,short,1750167900,1750208400,2025-06-17T13:45:00+00:00,2025-06-18T01:00:00+00:00,11.25,1.1180127102653938,0.7763529964383962,0.3913044485928879,0.2717235487534387,0.11958089983944921,0.0800541588883342,0.032021663555333674,0.00750507739578133,0.655806028431716,0.5336943925888946,20.0,breakeven_or_trailing_stop,9.0,trend_down
v3_core4_quality,funding_3x,BNBUSDT,short,1750167900,1750208400,2025-06-17T13:45:00+00:00,2025-06-18T01:00:00+00:00,11.25,1.1180127102653938,0.809708895975202,0.3913044485928879,0.2833981135913207,0.10790633500156713,0.053369439258889456,0.032021663555333674,0.02251523218734399,0.655806028431716,0.5336943925888946,20.0,breakeven_or_trailing_stop,9.0,trend_down
v3_core4_quality,combined_stress,BNBUSDT,short,1750167900,1750208400,2025-06-17T13:45:00+00:00,2025-06-18T01:00:00+00:00,11.25,1.1180127102653938,0.6419763725901209,0.3913044485928879,0.22469173040654233,0.16661271818634554,0.0800541588883342,0.06404332711066735,0.02251523218734399,0.655806028431716,0.5336943925888946,20.0,breakeven_or_trailing_stop,9.0,trend_down
v3_core4_quality,gross_no_cost,SOLUSDT,short,1750236300,1750252500,2025-06-18T08:45:00+00:00,2025-06-18T13:15:00+00:00,4.5,1.735159891225776,1.735159891225776,0.6073059619290216,0.6073059619290216,0.0,0.0,0.0,0.0,0.8435249709639995,0.4149254758872308,20.0,tp_final,7.95,trend_down
v3_core4_quality,maker_low_cost,SOLUSDT,short,1750236300,1750252500,2025-06-18T08:45:00+00:00,2025-06-18T13:15:00+00:00,4.5,1.735159891225776,1.6369855598774579,0.6073059619290216,0.5729449459571103,0.0343610159719113,0.01659701903548923,0.01659701903548923,0.0011669779009328366,0.8435249709639995,0.4149254758872308,20.0,tp_final,7.95,trend_down
v3_core4_quality,base_taker_cost,SOLUSDT,short,1750236300,1750252500,2025-06-18T08:45:00+00:00,2025-06-18T13:15:00+00:00,4.5,1.735159891225776,1.5388112285291402,0.6073059619290216,0.5385839299851991,0.06872203194382259,0.04149254758872308,0.02489552855323384,0.0023339558018656732,0.8435249709639995,0.4149254758872308,20.0,tp_final,7.95,trend_down
v3_core4_quality,high_slippage,SOLUSDT,short,1750236300,1750252500,2025-06-18T08:45:00+00:00,2025-06-18T13:15:00+00:00,4.5,1.735159891225776,1.467681146948472,0.6073059619290216,0.5136884014319653,0.09361756049705643,0.04149254758872308,0.04979105710646768,0.0023339558018656732,0.8435249709639995,0.4149254758872308,20.0,tp_final,7.95,trend_down
v3_core4_quality,fee_1p5x,SOLUSDT,short,1750236300,1750252500,2025-06-18T08:45:00+00:00,2025-06-18T13:15:00+00:00,4.5,1.735159891225776,1.47953616054525,0.6073059619290216,0.5178376561908375,0.08946830573818412,0.06223882138308461,0.02489552855323384,0.0023339558018656732,0.8435249709639995,0.4149254758872308,20.0,tp_final,7.95,trend_down
v3_core4_quality,funding_3x,SOLUSDT,short,1750236300,1750252500,2025-06-18T08:45:00+00:00,2025-06-18T13:15:00+00:00,4.5,1.735159891225776,1.525474338232765,0.6073059619290216,0.5339160183814677,0.07338994354755395,0.04149254758872308,0.02489552855323384,0.00700186740559702,0.8435249709639995,0.4149254758872308,20.0,tp_final,7.95,trend_down
v3_core4_quality,combined_stress,SOLUSDT,short,1750236300,1750252500,2025-06-18T08:45:00+00:00,2025-06-18T13:15:00+00:00,4.5,1.735159891225776,1.3950691886682065,0.6073059619290216,0.48827421603387233,0.11903174589514934,0.06223882138308461,0.04979105710646768,0.00700186740559702,0.8435249709639995,0.4149254758872308,20.0,tp_final,7.95,trend_down
v3_core4_quality,gross_no_cost,BNBUSDT,short,1750437900,1750449600,2025-06-20T16:45:00+00:00,2025-06-20T20:00:00+00:00,3.25,0.42800509867214065,0.4280050986721406,0.14980178453524923,0.14980178453524923,0.0,0.0,0.0,0.0,0.846606524540784,0.4134151933093675,20.0,breakeven_or_trailing_stop,7.95,trend_down
v3_core4_quality,maker_low_cost,BNBUSDT,short,1750437900,1750449600,2025-06-20T16:45:00+00:00,2025-06-20T20:00:00+00:00,3.25,0.42800509867214065,0.3311109127402576,0.14980178453524923,0.11588881945909017,0.033912965076159055,0.0165366077323747,0.0165366077323747,0.0008397496114096527,0.846606524540784,0.4134151933093675,20.0,breakeven_or_trailing_stop,7.95,trend_down
v3_core4_quality,base_taker_cost,BNBUSDT,short,1750437900,1750449600,2025-06-20T16:45:00+00:00,2025-06-20T20:00:00+00:00,3.25,0.42800509867214065,0.2342167268083746,0.14980178453524923,0.08197585438293112,0.06782593015231811,0.04134151933093675,0.02480491159856205,0.0016794992228193054,0.846606524540784,0.4134151933093675,20.0,breakeven_or_trailing_stop,7.95,trend_down
v3_core4_quality,high_slippage,BNBUSDT,short,1750437900,1750449600,2025-06-20T16:45:00+00:00,2025-06-20T20:00:00+00:00,3.25,0.42800509867214065,0.16334555081248311,0.14980178453524923,0.0571709427843691,0.09263084175088013,0.04134151933093675,0.0496098231971241,0.0016794992228193054,0.846606524540784,0.4134151933093675,20.0,breakeven_or_trailing_stop,7.95,trend_down
v3_core4_quality,fee_1p5x,BNBUSDT,short,1750437900,1750449600,2025-06-20T16:45:00+00:00,2025-06-20T20:00:00+00:00,3.25,0.42800509867214065,0.175157413478465,0.14980178453524923,0.06130509471746276,0.08849668981778647,0.06201227899640513,0.02480491159856205,0.0016794992228193054,0.846606524540784,0.4134151933093675,20.0,breakeven_or_trailing_stop,7.95,trend_down
v3_core4_quality,funding_3x,BNBUSDT,short,1750437900,1750449600,2025-06-20T16:45:00+00:00,2025-06-20T20:00:00+00:00,3.25,0.42800509867214065,0.22461958839226429,0.14980178453524923,0.0786168559372925,0.07118492859795672,0.04134151933093675,0.02480491159856205,0.005038497668457916,0.846606524540784,0.4134151933093675,20.0,breakeven_or_trailing_stop,7.95,trend_down
v3_core4_quality,combined_stress,BNBUSDT,short,1750437900,1750449600,2025-06-20T16:45:00+00:00,2025-06-20T20:00:00+00:00,3.25,0.42800509867214065,0.09468909906646306,0.14980178453524923,0.033141184673262075,0.11666059986198715,0.06201227899640513,0.0496098231971241,0.005038497668457916,0.846606524540784,0.4134151933093675,20.0,breakeven_or_trailing_stop,7.95,trend_down
v3_core4_quality,gross_no_cost,BNBUSDT,short,1750482000,1750491000,2025-06-21T05:00:00+00:00,2025-06-21T07:30:00+00:00,2.5,1.0492816660216195,1.0492816660216195,0.36724858310756686,0.36724858310756686,0.0,0.0,0.0,0.0,0.41946675147167173,0.8343927111554083,40.0,breakeven_or_trailing_stop,8.0,trend_down
v3_core4_quality,maker_low_cost,BNBUSDT,short,1750482000,1750491000,2025-06-21T05:00:00+00:00,2025-06-21T07:30:00+00:00,2.5,1.0492816660216195,0.8548383645827252,0.36724858310756686,0.29919342760395384,0.06805515550361299,0.03337570844621633,0.03337570844621633,0.0013037386111803256,0.41946675147167173,0.8343927111554083,40.0,breakeven_or_trailing_stop,8.0,trend_down
v3_core4_quality,base_taker_cost,BNBUSDT,short,1750482000,1750491000,2025-06-21T05:00:00+00:00,2025-06-21T07:30:00+00:00,2.5,1.0492816660216195,0.660395063143831,0.36724858310756686,0.23113827210034088,0.13611031100722598,0.08343927111554084,0.050063562669324484,0.002607477222360651,0.41946675147167173,0.8343927111554083,40.0,breakeven_or_trailing_stop,8.0,trend_down
v3_core4_quality,high_slippage,BNBUSDT,short,1750482000,1750491000,2025-06-21T05:00:00+00:00,2025-06-21T07:30:00+00:00,2.5,1.0492816660216195,0.5173563126600469,0.36724858310756686,0.18107470943101642,0.18617387367655044,0.08343927111554084,0.10012712533864897,0.002607477222360651,0.41946675147167173,0.8343927111554083,40.0,breakeven_or_trailing_stop,8.0,trend_down
v3_core4_quality,fee_1p5x,BNBUSDT,short,1750482000,1750491000,2025-06-21T05:00:00+00:00,2025-06-21T07:30:00+00:00,2.5,1.0492816660216195,0.5411961044073442,0.36724858310756686,0.1894186365425705,0.17782994656499637,0.12515890667331123,0.050063562669324484,0.002607477222360651,0.41946675147167173,0.8343927111554083,40.0,breakeven_or_trailing_stop,8.0,trend_down
v3_core4_quality,funding_3x,BNBUSDT,short,1750482000,1750491000,2025-06-21T05:00:00+00:00,2025-06-21T07:30:00+00:00,2.5,1.0492816660216195,0.6454951933017702,0.36724858310756686,0.2259233176556196,0.14132526545194726,0.08343927111554084,0.050063562669324484,0.007822431667081952,0.41946675147167173,0.8343927111554083,40.0,breakeven_or_trailing_stop,8.0,trend_down
v3_core4_quality,combined_stress,BNBUSDT,short,1750482000,1750491000,2025-06-21T05:00:00+00:00,2025-06-21T07:30:00+00:00,2.5,1.0492816660216195,0.38325748408149907,0.36724858310756686,0.1341401194285247,0.23310846367904217,0.12515890667331123,0.10012712533864897,0.007822431667081952,0.41946675147167173,0.8343927111554083,40.0,breakeven_or_trailing_stop,8.0,trend_down
v3_core4_quality,gross_no_cost,BTCUSDT,short,1750577400,1750599000,2025-06-22T07:30:00+00:00,2025-06-22T13:30:00+00:00,6.0,1.705467684893472,1.7054676848934718,0.5969136897127152,0.5969136897127152,0.0,0.0,0.0,0.0,0.6424035394472996,0.54482887859106,30.0,tp_final,7.7,trend_down
v3_core4_quality,maker_low_cost,BTCUSDT,short,1750577400,1750599000,2025-06-22T07:30:00+00:00,2025-06-22T13:30:00+00:00,6.0,1.705467684893472,1.575097917516325,0.5969136897127152,0.5512842711307139,0.04562941858200127,0.0217931551436424,0.0217931551436424,0.002043108294716475,0.6424035394472996,0.54482887859106,30.0,tp_final,7.7,trend_down
v3_core4_quality,base_taker_cost,BTCUSDT,short,1750577400,1750599000,2025-06-22T07:30:00+00:00,2025-06-22T13:30:00+00:00,6.0,1.705467684893472,1.4447281501391789,0.5969136897127152,0.5056548525487127,0.09125883716400254,0.054482887859105995,0.0326897327154636,0.00408621658943295,0.6424035394472996,0.54482887859106,30.0,tp_final,7.7,trend_down
v3_core4_quality,high_slippage,BTCUSDT,short,1750577400,1750599000,2025-06-22T07:30:00+00:00,2025-06-22T13:30:00+00:00,6.0,1.705467684893472,1.351328913809283,0.5969136897127152,0.47296511983324907,0.12394856987946612,0.054482887859105995,0.0653794654309272,0.00408621658943295,0.6424035394472996,0.54482887859106,30.0,tp_final,7.7,trend_down
v3_core4_quality,fee_1p5x,BTCUSDT,short,1750577400,1750599000,2025-06-22T07:30:00+00:00,2025-06-22T13:30:00+00:00,6.0,1.705467684893472,1.366895453197599,0.5969136897127152,0.47841340861915965,0.11850028109355554,0.08172433178865901,0.0326897327154636,0.00408621658943295,0.6424035394472996,0.54482887859106,30.0,tp_final,7.7,trend_down
v3_core4_quality,funding_3x,BTCUSDT,short,1750577400,1750599000,2025-06-22T07:30:00+00:00,2025-06-22T13:30:00+00:00,6.0,1.705467684893472,1.4213783410567047,0.5969136897127152,0.4974824193698467,0.09943127034286844,0.054482887859105995,0.0326897327154636,0.012258649768298848,0.6424035394472996,0.54482887859106,30.0,tp_final,7.7,trend_down
v3_core4_quality,combined_stress,BTCUSDT,short,1750577400,1750599000,2025-06-22T07:30:00+00:00,2025-06-22T13:30:00+00:00,6.0,1.705467684893472,1.250146407785229,0.5969136897127152,0.43755124272483015,0.15936244698788504,0.08172433178865901,0.0653794654309272,0.012258649768298848,0.6424035394472996,0.54482887859106,30.0,tp_final,7.7,trend_down
v3_core4_quality,gross_no_cost,BTCUSDT,long,1750878000,1750945500,2025-06-25T19:00:00+00:00,2025-06-26T13:45:00+00:00,18.75,-1.103945200386224,-1.1039452003862238,-0.3863808201351784,-0.3863808201351784,0.0,0.0,0.0,0.0,0.769636305502784,0.45476025168973006,20.0,stop,7.8,trend_up
v3_core4_quality,maker_low_cost,BTCUSDT,long,1750878000,1750945500,2025-06-25T19:00:00+00:00,2025-06-26T13:45:00+00:00,18.75,-1.103945200386224,-1.2231167484852736,-0.3863808201351784,-0.4280908619698458,0.04171004183466743,0.018190410067589202,0.018190410067589202,0.005329221699489024,0.769636305502784,0.45476025168973006,20.0,stop,7.8,trend_up
v3_core4_quality,base_taker_cost,BTCUSDT,long,1750878000,1750945500,2025-06-25T19:00:00+00:00,2025-06-26T13:45:00+00:00,18.75,-1.103945200386224,-1.3422882965843235,-0.3863808201351784,-0.4698009038045132,0.08342008366933484,0.045476025168973006,0.027285615101383803,0.010658443398978049,0.769636305502784,0.45476025168973006,20.0,stop,7.8,trend_up
v3_core4_quality,high_slippage,BTCUSDT,long,1750878000,1750945500,2025-06-25T19:00:00+00:00,2025-06-26T13:45:00+00:00,18.75,-1.103945200386224,-1.4202471968739914,-0.3863808201351784,-0.49708651890589706,0.11070569877071866,0.045476025168973006,0.05457123020276761,0.010658443398978049,0.769636305502784,0.45476025168973006,20.0,stop,7.8,trend_up
v3_core4_quality,fee_1p5x,BTCUSDT,long,1750878000,1750945500,2025-06-25T19:00:00+00:00,2025-06-26T13:45:00+00:00,18.75,-1.103945200386224,-1.4072540468257133,-0.3863808201351784,-0.4925389163889997,0.10615809625382136,0.06821403775345951,0.027285615101383803,0.010658443398978049,0.769636305502784,0.45476025168973006,20.0,stop,7.8,trend_up
v3_core4_quality,funding_3x,BTCUSDT,long,1750878000,1750945500,2025-06-25T19:00:00+00:00,2025-06-26T13:45:00+00:00,18.75,-1.103945200386224,-1.4031936874356263,-0.3863808201351784,-0.4911177906024693,0.10473697046729093,0.045476025168973006,0.027285615101383803,0.031975330196934146,0.769636305502784,0.45476025168973006,20.0,stop,7.8,trend_up
v3_core4_quality,combined_stress,BTCUSDT,long,1750878000,1750945500,2025-06-25T19:00:00+00:00,2025-06-26T13:45:00+00:00,18.75,-1.103945200386224,-1.5461183379666845,-0.3863808201351784,-0.5411414182883396,0.15476059815316126,0.06821403775345951,0.05457123020276761,0.031975330196934146,0.769636305502784,0.45476025168973006,20.0,stop,7.8,trend_up
v3_core4_quality,gross_no_cost,BNBUSDT,long,1751335200,1751338800,2025-07-01T02:00:00+00:00,2025-07-01T03:00:00+00:00,1.0,-1.2966174446956933,-1.2966174446956933,-0.4538161056434927,-0.4538161056434927,0.0,0.0,0.0,0.0,0.26970767037007504,1.2977013205436583,50.0,stop,7.95,trend_up
v3_core4_quality,maker_low_cost,BNBUSDT,long,1751335200,1751338800,2025-07-01T02:00:00+00:00,2025-07-01T03:00:00+00:00,1.0,-1.2966174446956933,-1.5955522131780717,-0.4538161056434927,-0.5584432746123251,0.10462716896883245,0.051908052821746334,0.051908052821746334,0.0008110633253397865,0.26970767037007504,1.2977013205436583,50.0,stop,7.95,trend_up
v3_core4_quality,base_taker_cost,BNBUSDT,long,1751335200,1751338800,2025-07-01T02:00:00+00:00,2025-07-01T03:00:00+00:00,1.0,-1.2966174446956933,-1.89448698166045,-0.4538161056434927,-0.6630704435811575,0.20925433793766487,0.12977013205436583,0.0778620792326195,0.001622126650679573,0.26970767037007504,1.2977013205436583,50.0,stop,7.95,trend_up
v3_core4_quality,high_slippage,BNBUSDT,long,1751335200,1751338800,2025-07-01T02:00:00+00:00,2025-07-01T03:00:00+00:00,1.0,-1.2966174446956933,-2.11695006518222,-0.4538161056434927,-0.7409325228137771,0.28711641717028435,0.12977013205436583,0.155724158465239,0.001622126650679573,0.26970767037007504,1.2977013205436583,50.0,stop,7.95,trend_up
v3_core4_quality,fee_1p5x,BNBUSDT,long,1751335200,1751338800,2025-07-01T02:00:00+00:00,2025-07-01T03:00:00+00:00,1.0,-1.2966174446956933,-2.0798728845952583,-0.4538161056434927,-0.7279555096083405,0.2741394039648478,0.19465519808154877,0.0778620792326195,0.001622126650679573,0.26970767037007504,1.2977013205436583,50.0,stop,7.95,trend_up
v3_core4_quality,funding_3x,BNBUSDT,long,1751335200,1751338800,2025-07-01T02:00:00+00:00,2025-07-01T03:00:00+00:00,1.0,-1.2966174446956933,-1.9037562768071903,-0.4538161056434927,-0.6663146968825167,0.21249859123902404,0.12977013205436583,0.0778620792326195,0.004866379952038718,0.26970767037007504,1.2977013205436583,50.0,stop,7.95,trend_up
v3_core4_quality,combined_stress,BNBUSDT,long,1751335200,1751338800,2025-07-01T02:00:00+00:00,2025-07-01T03:00:00+00:00,1.0,-1.2966174446956933,-2.311605263263769,-0.4538161056434927,-0.8090618421423192,0.3552457364988265,0.19465519808154877,0.155724158465239,0.004866379952038718,0.26970767037007504,1.2977013205436583,50.0,stop,7.95,trend_up
v3_core4_quality,gross_no_cost,BTCUSDT,long,1751456700,1751472000,2025-07-02T11:45:00+00:00,2025-07-02T16:00:00+00:00,4.25,1.694192930398762,1.6941929303987617,0.5929675256395667,0.5929675256395667,0.0,0.0,0.0,0.0,0.5890709536322306,0.5941559295054164,30.0,tp_final,7.95,trend_up
v3_core4_quality,maker_low_cost,BTCUSDT,long,1751456700,1751472000,2025-07-02T11:45:00+00:00,2025-07-02T16:00:00+00:00,4.25,1.694192930398762,1.55387664168967,0.5929675256395667,0.5438568245913846,0.049110701048182076,0.02376623718021666,0.02376623718021666,0.0015782266877487623,0.5890709536322306,0.5941559295054164,30.0,tp_final,7.95,trend_up
v3_core4_quality,base_taker_cost,BTCUSDT,long,1751456700,1751472000,2025-07-02T11:45:00+00:00,2025-07-02T16:00:00+00:00,4.25,1.694192930398762,1.4135603529805785,0.5929675256395667,0.4947461235432025,0.09822140209636414,0.05941559295054164,0.035649355770324985,0.0031564533754975246,0.5890709536322306,0.5941559295054164,30.0,tp_final,7.95,trend_up
v3_core4_quality,high_slippage,BTCUSDT,long,1751456700,1751472000,2025-07-02T11:45:00+00:00,2025-07-02T16:00:00+00:00,4.25,1.694192930398762,1.31170505077965,0.5929675256395667,0.45909676777287756,0.13387075786668912,0.05941559295054164,0.07129871154064997,0.0031564533754975246,0.5890709536322306,0.5941559295054164,30.0,tp_final,7.95,trend_up
v3_core4_quality,fee_1p5x,BTCUSDT,long,1751456700,1751472000,2025-07-02T11:45:00+00:00,2025-07-02T16:00:00+00:00,4.25,1.694192930398762,1.3286809344798047,0.5929675256395667,0.4650383270679317,0.12792919857163496,0.08912338942581247,0.035649355770324985,0.0031564533754975246,0.5890709536322306,0.5941559295054164,30.0,tp_final,7.95,trend_up
