trade_no,entry_time_utc,exit_time_utc,symbol,direction,regime,score,entry,stop,leverage,risk_pct_price,r_multiple,account_pct,outcome,mfe_r,mae_r,equity,drawdown_pct,notes
15,2025-07-05 02:15,2025-07-05 04:15,LINKUSDT,short,trend_down,7.8,13.112,13.219891428571428,20,0.8228449402945975,-1.0972236640008484,-0.3840282824002969,stop,0.48196599756368885,1.1307663788994313,99.13886970384804,-1.0083253033532857,LINKUSDT:4H空头 / 1H趋势状态确认 / 15m在日内VWAP下方且VWAP下行 / 15m反抽EMA20/VWAP后跌回 / 跌破短结构低点 / 目标RR>=2
16,2025-07-08 04:45,2025-07-08 07:45,AVAXUSDT,short,trend_down,7.95,17.759,17.90293584909611,20,0.8104952367594447,-1.0987050834744685,-0.38454677921606395,stop,0.2987441993779258,1.0004456909400363,98.75763437345068,-1.3889946000912867,AVAXUSDT:4H空头 / 1H趋势状态确认 / 15m在日内VWAP下方且VWAP下行 / 15m反抽EMA20/VWAP后跌回 / CVD多周期顺势 / 目标RR>=2
17,2025-07-09 02:00,2025-07-09 10:15,BNBUSDT,long,trend_up,8.850000000000001,661.83,659.2031714285714,40,0.39690382294979554,-1.2015601648919345,-0.42054605771217707,stop,1.054503529514103,1.3019502061149217,98.34231303540334,-1.8036992957709441,BNBUSDT:4H多头 / 1H趋势状态确认 / 15m在日内VWAP上方且VWAP上行 / 15m回踩EMA20/VWAP后收回 / CVD多周期顺势 / 量能实体合格 / 目标RR>=2
18,2025-07-10 03:00,2025-07-10 15:30,BNBUSDT,long,trend_up,8.7,671.26,667.3377236365473,30,0.5843155205811069,-1.1369123310646263,-0.39791931587261925,stop,0.6730785277139478,1.055509509369602,97.95098997615955,-2.1944413437454346,BNBUSDT:4H多头 / 1H趋势状态确认 / 15m在日内VWAP上方且VWAP上行 / 15m回踩EMA20/VWAP后收回 / 突破短结构高点 / 量能实体合格 / 目标RR>=2
19,2025-07-11 13:00,2025-07-11 15:45,BNBUSDT,long,trend_up,7.7,690.97,687.5279571428572,30,0.4981464979872986,-1.1605953275255982,-0.4062083646339594,stop,1.0720377848702696,1.2899316435837753,97.55310486163461,-2.5917357040841194,BNBUSDT:4H多头 / 1H趋势状态确认 / 15m回踩EMA20/VWAP后收回 / 突破短结构高点 / 量能实体合格 / 目标RR>=2
20,2025-07-12 02:30,2025-07-12 15:30,BTCUSDT,long,trend_up,7.95,117637.1,117023.57328571429,30,0.521541855660943,-1.153391332127346,-0.40368696624457107,stop,0.8798312892184897,1.1867453902927034,97.15929569214128,-2.9849601710917995,BTCUSDT:4H多头 / 1H趋势状态确认 / 15m在日内VWAP上方且VWAP上行 / 15m回踩EMA20/VWAP后收回 / CVD多周期顺势 / 目标RR>=2
21,2025-07-13 10:15,2025-07-13 15:30,AVAXUSDT,long,trend_up,7.95,21.197,21.032743481053373,20,0.7749045569968679,1.136761479491051,0.3978665178218679,breakeven_or_trailing_stop,2.678736909936439,0.8766775341610038,97.54585999865186,-2.5989698103610293,AVAXUSDT:4H多头 / 1H趋势状态确认 / 15m在日内VWAP上方且VWAP上行 / 15m回踩EMA20/VWAP后收回 / CVD多周期顺势 / 目标RR>=2
22,2025-07-14 03:15,2025-07-14 05:45,BNBUSDT,long,trend_up,9.6,694.71,689.9087857142857,20,0.6911105764584228,0.40674428344020364,0.1423604992040713,breakeven_or_trailing_stop,1.882857015338365,0.3769879643542661,97.68472677189884,-2.4603092175531582,BNBUSDT:4H多头 / 1H趋势状态确认 / 15m在日内VWAP上方且VWAP上行 / 15m回踩EMA20/VWAP后收回 / 突破前日高点 / CVD多周期顺势 / 量能实体合格 / 目标RR>=2
23,2025-07-16 14:15,2025-07-16 14:45,BNBUSDT,long,trend_up,7.5,693.87,690.6914714285714,40,0.458087043888425,1.6553607014926068,0.5793762455224124,tp_final,3.3254380957945204,0.1226982835723568,98.2506888743187,-1.8951874192036366,BNBUSDT:4H多头 / 1H趋势状态确认 / 15m在日内VWAP上方且VWAP上行 / 15m回踩EMA20/VWAP后收回 / 突破前日高点 / 目标RR>=2
24,2025-07-17 10:00,2025-07-17 12:00,BNBUSDT,long,trend_up,7.300000000000001,716.65,713.5311951049343,40,0.4351921991300686,0.3386731755304564,0.11853561143565974,breakeven_or_trailing_stop,1.1254310923883943,0.5450805860570366,98.36715092911562,-1.7788982797631858,BNBUSDT:4H多头 / 1H趋势状态确认 / 15m在日内VWAP上方且VWAP上行 / CVD多周期顺势 / 量能实体合格 / 目标RR>=2
25,2025-07-18 03:30,2025-07-18 07:45,BTCUSDT,long,trend_up,7.95,120324.0,119406.01157142856,20,0.7629304449415213,-1.1048588380899285,-0.386700593331475,stop,0.5687435524786433,1.1154824702894546,97.98676457282946,-2.1587198628920556,BTCUSDT:4H多头 / 1H趋势状态确认 / 15m在日内VWAP上方且VWAP上行 / 15m回踩EMA20/VWAP后收回 / CVD多周期顺势 / 目标RR>=2
26,2025-07-19 05:45,2025-07-19 08:00,ETHUSDT,long,trend_up,7.95,3584.82,3563.0085999999997,30,0.6084378016190632,-1.1314842696938268,-0.3960194943928394,stop,0.06418661800707905,1.4588701321327118,97.59871788319623,-2.5461904057985207,ETHUSDT:4H多头 / 1H趋势状态确认 / 15m在日内VWAP上方且VWAP上行 / 15m回踩EMA20/VWAP后收回 / CVD多周期顺势 / 目标RR>=2
27,2025-07-21 08:00,2025-07-21 11:00,BNBUSDT,long,trend_up,7.5,762.86,757.733391493169,20,0.6720248154092444,1.7109567769438958,0.5988348719303636,tp_final,3.401859138797505,0.31599838330573354,98.18317304043774,-1.9626030099238356,BNBUSDT:4H多头 / 1H趋势状态确认 / 15m在日内VWAP上方且VWAP上行 / 15m回踩EMA20/VWAP后收回 / 突破前日高点 / 目标RR>=2
28,2025-07-22 08:15,2025-07-22 14:00,BTCUSDT,long,trend_up,7.95,117684.6,116813.59214285715,20,0.740120506117929,1.1319094940098129,0.3961683229034345,breakeven_or_trailing_stop,2.1787403918777066,0.18668029073053083,98.57214367044541,-1.574209898450063,BTCUSDT:4H多头 / 1H趋势状态确认 / 15m在日内VWAP上方且VWAP上行 / 15m回踩EMA20/VWAP后收回 / CVD多周期顺势 / 目标RR>=2
29,2025-07-24 02:00,2025-07-24 04:00,BTCUSDT,long,trend_up,7.95,118909.3,118332.77585714286,30,0.4848436100936985,-1.1650016589566676,-0.40775058063483366,stop,0.6176671079813345,1.3518948159524553,98.17021518228496,-1.975541629083566,BTCUSDT:4H多头 / 1H趋势状态确认 / 15m在日内VWAP上方且VWAP上行 / 15m回踩EMA20/VWAP后收回 / CVD多周期顺势 / 目标RR>=2
30,2025-07-30 05:15,2025-07-30 07:45,ETHUSDT,long,trend_up,8.850000000000001,3807.88,3787.2532,30,0.5416872380432157,0.37481330114220346,0.1311846553997712,breakeven_or_trailing_stop,1.1989256695173276,0.7213915876432654,98.29899944077705,-1.8469485811621889,ETHUSDT:4H多头 / 1H趋势状态确认 / 15m在日内VWAP上方且VWAP上行 / 15m回踩EMA20/VWAP后收回 / CVD多周期顺势 / 量能实体合格 / 目标RR>=2
31,2025-08-07 13:30,2025-08-07 15:00,BNBUSDT,long,trend_up,7.95,776.26,771.0864428876243,20,0.6664722016303362,-1.1200350139200144,-0.39201225487200503,stop,0.1778273594002143,1.0167085983099644,97.91365531655264,-2.2317205712548693,BNBUSDT:4H多头 / 1H趋势状态确认 / 15m在日内VWAP上方且VWAP上行 / 15m回踩EMA20/VWAP后收回 / CVD多周期顺势 / 目标RR>=2
32,2025-08-08 04:45,2025-08-08 14:30,BNBUSDT,long,trend_up,7.95,787.67,780.7712428571429,20,0.8758435820657264,0.43115948939043125,0.15090582128665092,breakeven_or_trailing_stop,1.3814082453775514,0.4928423960423506,98.06141272225986,-2.0841825462250885,BNBUSDT:4H多头 / 1H趋势状态确认 / 15m在日内VWAP上方且VWAP上行 / 15m回踩EMA20/VWAP后收回 / CVD多周期顺势 / 目标RR>=2
33,2025-08-09 02:00,2025-08-09 04:30,ETHUSDT,long,trend_up,8.850000000000001,4024.32,4002.859234679671,30,0.5332768100034118,1.6799841011284775,0.5879944353949671,tp_final,3.5912046401715916,0.04752859391429805,98.63800837233644,-1.5084429882254002,ETHUSDT:4H多头 / 1H趋势状态确认 / 15m在日内VWAP上方且VWAP上行 / 15m回踩EMA20/VWAP后收回 / CVD多周期顺势 / 量能实体合格 / 目标RR>=2
