trades,symbols,win_rate_pct,mean_gross_r,median_gross_r,total_account_return_pct,max_drawdown_pct,profit_factor,mean_score,mean_net_notional_return_pct,symbol
37,1,48.64864864864865,0.2955892394369297,-0.03211462450592772,11.208402425512709,-7.889411553759896,1.7744234381987058,93.89189189189189,1.0354942239433051,BNBUSDT
10,1,50.0,0.5434553019959604,0.4816218678412555,4.585732364909445,-2.970100000000009,2.153623878109158,89.2,2.1448111068393914,DOGEUSDT
25,1,52.0,0.11685327460449253,0.11016403988420942,2.7944682858682457,-4.90099501000002,1.2596739435655389,95.68,0.16117913310337095,ETHUSDT
13,1,38.46153846153847,0.16083903835444022,-0.24999999999999956,2.0165464405839995,-1.6960539845758293,1.384975172636215,94.53846153846153,1.10328729969745,XRPUSDT
34,1,47.05882352941176,0.05586970575628031,-0.04169748006423085,1.7322560851480873,-3.5718854227660746,1.137031303017084,96.73529411764706,-0.028660751227947343,BTCUSDT
15,1,40.0,-0.08559493493703227,-0.25,-1.3478835631879793,-4.572547935689419,0.826187698916607,92.73333333333333,-0.3869707955801646,SOLUSDT
6,1,16.666666666666664,-0.31666666666666665,-1.0,-1.705332233732515,-4.660846007500008,0.6526315789473685,89.66666666666667,-2.373467076592949,AVAXUSDT
13,1,30.76923076923077,-0.3657938752046785,-1.0,-5.264964359737679,-5.895143667441904,0.3008527558841821,90.53846153846153,-1.688578508643998,LINKUSDT
