entry_time_utc,exit_time_utc,strategy,regime,dir,score,entry,stop,risk_pct,leverage,r,account_pct,outcome,mfe_r,mae_r,notes
2025-10-06T11:15:00,2025-10-06T14:45:00,trend,trend_up,long,7.9,124329.4,123478.5,0.6844,20,0.4056,0.142,breakeven_or_trailing_stop,1.118,0.338,V2趋势状态：4H多头; 日内VWAP向上且价格在上方; 回踩EMA20/VWAP后收回; 突破短结构高点; 量能实体合格; 趋势目标RR>=2
2025-10-08T08:15:00,2025-10-08T13:30:00,trend,trend_up,long,7.9,121873.2,120965.27,0.745,20,0.4151,0.1453,breakeven_or_trailing_stop,1.406,0.272,V2趋势状态：4H多头; 日内VWAP向上且价格在上方; 回踩EMA20/VWAP后收回; 突破短结构高点; 量能实体合格; 趋势目标RR>=2
2025-10-18T16:30:00,2025-10-18T20:00:00,trend,trend_down,short,9.1,106522.4,107134.87,0.575,30,-1.1391,-0.3987,stop,0.051,1.14,V2趋势状态：4H空头; 日内VWAP向下且价格在下方; 反抽EMA20/VWAP后跌回; 跌破短结构低点; CVD顺势确认; 量能实体合格; 趋势目标RR>=2
2025-10-22T07:15:00,2025-10-22T11:15:00,trend,trend_down,short,8,107948.8,108838.57,0.8243,20,0.4254,0.1489,breakeven_or_trailing_stop,1.785,0.41,V2趋势状态：4H空头; 日内VWAP向下且价格在下方; 反抽EMA20/VWAP后跌回; CVD顺势确认; 量能实体合格; 趋势目标RR>=2
2025-11-01T10:00:00,2025-11-01T15:00:00,trend,trend_down,short,7.9,109858.7,110262.17,0.3673,40,-1.2178,-0.4262,stop,0.506,1.094,V2趋势状态：4H空头; 反抽EMA20/VWAP后跌回; 跌破短结构低点; CVD顺势确认; 量能实体合格; 趋势目标RR>=2
2025-11-06T18:45:00,2025-11-07T01:15:00,trend,trend_down,short,7.0,101670,102492.87,0.8094,20,0.4237,0.1483,breakeven_or_trailing_stop,1.422,0.339,V2趋势状态：4H空头; 日内VWAP向下且价格在下方; 反抽EMA20/VWAP后跌回; CVD顺势确认; 趋势目标RR>=2
2025-11-08T07:00:00,2025-11-08T21:30:00,trend,trend_down,short,7.0,102239.9,102839.59,0.5866,30,0.3861,0.1351,breakeven_or_trailing_stop,1.4,0.691,V2趋势状态：4H空头; 日内VWAP向下且价格在下方; 反抽EMA20/VWAP后跌回; CVD顺势确认; 趋势目标RR>=2
2025-11-13T13:15:00,2025-11-13T14:45:00,trend,trend_down,short,7.9,102511.7,103315.61,0.7842,20,-1.102,-0.3857,stop,1.023,1.175,V2趋势状态：4H空头; 反抽EMA20/VWAP后跌回; 跌破短结构低点; CVD顺势确认; 量能实体合格; 趋势目标RR>=2
2025-11-20T11:15:00,2025-11-20T13:30:00,trend,trend_down,short,7.0,91538.1,92350.13,0.8871,20,-1.0902,-0.3816,stop,0.0,1.183,V2趋势状态：4H空头; 日内VWAP向下且价格在下方; 反抽EMA20/VWAP后跌回; CVD顺势确认; 趋势目标RR>=2
2025-11-22T10:00:00,2025-11-22T11:15:00,trend,trend_down,short,7.0,84140,84682.68,0.645,30,0.3985,0.1395,breakeven_or_trailing_stop,1.26,0.237,V2趋势状态：4H空头; 日内VWAP向下且价格在下方; 反抽EMA20/VWAP后跌回; CVD顺势确认; 趋势目标RR>=2
2025-12-02T08:00:00,2025-12-02T10:45:00,trend,trend_down,short,7.9,86721.3,87178.9,0.5277,30,-1.1516,-0.4031,stop,0.875,2.008,V2趋势状态：4H空头; 反抽EMA20/VWAP后跌回; 跌破短结构低点; CVD顺势确认; 量能实体合格; 趋势目标RR>=2
2025-12-11T13:00:00,2025-12-11T15:00:00,trend,trend_down,short,7.0,90010,90500.28,0.5447,30,0.3756,0.1315,breakeven_or_trailing_stop,1.652,0.897,V2趋势状态：4H空头; 日内VWAP向下且价格在下方; 反抽EMA20/VWAP后跌回; CVD顺势确认; 趋势目标RR>=2
2025-12-17T07:15:00,2025-12-17T13:30:00,trend,trend_down,short,7.0,86699.9,87340.94,0.7394,20,-1.1082,-0.3879,stop,0.778,1.036,V2趋势状态：4H空头; 日内VWAP向下且价格在下方; 反抽EMA20/VWAP后跌回; CVD顺势确认; 趋势目标RR>=2
2025-12-23T08:30:00,2025-12-23T16:00:00,trend,trend_down,short,7.0,87565.7,88148.24,0.6653,20,0.4022,0.1408,breakeven_or_trailing_stop,1.768,1.052,V2趋势状态：4H空头; 日内VWAP向下且价格在下方; 反抽EMA20/VWAP后跌回; CVD顺势确认; 趋势目标RR>=2
