period,trades,wins,losses,win_rate_pct,profit_factor,net_account_return_pct,expectancy_r,max_drawdown_pct,avg_cost_account_pct,avg_holding_hours,config
2025-06..2025-08,46,24,22,52.17391304347826,0.6690849893102101,-3.4221866924421533,-0.21255817965479204,4.991966813930182,0.09186388164329515,5.228260869565218,v3_pool8_quality
2025-07..2025-09,54,32,22,59.25925925925925,1.1004884124339016,0.9695750880935978,0.05130026921130145,3.841917731630462,0.0962149527200299,5.666666666666667,v3_pool8_quality
2025-08..2025-10,47,33,14,70.2127659574468,1.9368232453504266,5.477689049345794,0.3329902157657017,1.6191742353198095,0.08910086905095746,6.638297872340425,v3_pool8_quality
2025-09..2025-11,38,27,11,71.05263157894737,2.3699151326597385,6.105271807721713,0.45904299306178287,1.6191742353198428,0.08935701739326958,6.3881578947368425,v3_pool8_quality
2025-10..2025-12,34,24,10,70.58823529411765,1.614389911177021,2.8219632806332493,0.23713977148178564,0.811005541751062,0.08908654028900637,5.720588235294118,v3_pool8_quality
2025-11..2026-01,37,28,9,75.67567567567568,2.1305414665868168,4.661883258809577,0.3599909852362608,0.9239229223616604,0.09070487946524364,6.175675675675675,v3_pool8_quality
2025-12..2026-02,40,27,13,67.5,1.309014179601521,1.873507251476777,0.13382194653405552,1.6060182877571514,0.09297541648779004,5.96875,v3_pool8_quality
2026-01..2026-03,34,23,11,67.64705882352942,1.4663236647076354,2.397186313640605,0.20144422803702572,1.9645447298669083,0.08381600250110265,6.727941176470588,v3_pool8_quality
2026-02..2026-04,40,21,19,52.5,0.7686662210015588,-1.8510088289628934,-0.1322149163544924,3.183015432140372,0.08023308875188409,5.675,v3_pool8_quality
