open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1761955200000,17.233,17.242,17.127,17.153,184873.24,1761956099999,3175230.98444,7821,73438.62,1260803.82835,0
1761956100000,17.150,17.163,17.112,17.155,128450.17,1761956999999,2201650.54454,5693,71087.27,1218494.42606,0
1761957000000,17.155,17.155,17.092,17.111,100741.29,1761957899999,1724177.00383,5223,41261.67,706189.63161,0
1761957900000,17.110,17.177,17.109,17.143,104379.05,1761958799999,1788903.52275,4700,50691.98,868833.22992,0
1761958800000,17.142,17.211,17.132,17.157,112572.32,1761959699999,1934197.67974,5311,73473.62,1262431.81893,0
1761959700000,17.157,17.227,17.138,17.221,95944.50,1761960599999,1649233.67871,4810,58329.00,1002795.96937,0
1761960600000,17.221,17.245,17.169,17.192,89954.72,1761961499999,1547498.37813,4627,40837.03,702580.21249,0
1761961500000,17.191,17.192,17.113,17.113,45069.80,1761962399999,772785.76725,3640,18487.11,317096.14182,0
1761962400000,17.113,17.122,17.047,17.081,96185.48,1761963299999,1642920.00636,5222,46005.46,785779.76029,0
1761963300000,17.080,17.164,17.079,17.157,62841.47,1761964199999,1076583.27611,3949,42296.91,724598.03510,0
1761964200000,17.158,17.211,17.129,17.210,86885.92,1761965099999,1492286.92277,4618,50562.26,868594.85374,0
1761965100000,17.209,17.261,17.203,17.237,81473.42,1761965999999,1404479.35734,3958,43361.38,747454.96946,0
1761966000000,17.237,17.302,17.237,17.266,90653.71,1761966899999,1566126.48627,4874,48369.49,835593.86190,0
1761966900000,17.266,17.306,17.266,17.278,99701.76,1761967799999,1723522.97429,5279,52453.44,906781.14504,0
1761967800000,17.279,17.323,17.274,17.314,93269.65,1761968699999,1613068.41761,4141,35732.64,618120.32123,0
1761968700000,17.313,17.323,17.290,17.313,62494.88,1761969599999,1081538.38984,3231,26067.88,451124.89263,0
1761969600000,17.313,17.322,17.241,17.248,98742.71,1761970499999,1706542.11374,5679,43201.51,746670.05084,0
1761970500000,17.247,17.263,17.186,17.258,92378.00,1761971399999,1590680.16980,4186,49052.99,844744.78275,0
1761971400000,17.258,17.314,17.248,17.295,97405.91,1761972299999,1683750.57863,5209,41686.92,720580.87269,0
1761972300000,17.295,17.327,17.294,17.312,91830.82,1761973199999,1589968.61266,3768,43677.59,756226.40190,0
1761973200000,17.311,17.329,17.258,17.284,100530.94,1761974099999,1737327.42944,4559,57398.82,991776.59511,0
1761974100000,17.283,17.295,17.247,17.254,69654.70,1761974999999,1202989.27528,2662,39881.66,688816.59561,0
1761975000000,17.254,17.271,17.224,17.227,66646.64,1761975899999,1149612.08638,3555,31760.93,547914.70089,0
1761975900000,17.228,17.233,17.177,17.186,73257.08,1761976799999,1259762.66091,3337,32872.99,565308.56813,0
1761976800000,17.186,17.210,17.168,17.173,53910.30,1761977699999,926849.75410,3102,29511.21,507368.68114,0
1761977700000,17.173,17.180,17.139,17.178,91462.87,1761978599999,1569823.64400,3714,42228.21,724793.97182,0
1761978600000,17.177,17.237,17.128,17.143,118233.12,1761979499999,2031839.25177,4685,63099.82,1084383.83530,0
1761979500000,17.142,17.211,17.122,17.199,87265.18,1761980399999,1496553.13469,3796,40596.97,696131.65553,0
